Algoritmo,Precision,Recall,F1
ET,0.6631525663878605,0.667237706043487,0.642934425469916
LR,0.6517850450203392,0.6898697842174905,0.6530689166863314
MLP,0.6214849856026325,0.6820631334235373,0.6302661820656736
MNB,0.5501455733808674,0.6133302419829971,0.5549573015879573
PA,0.6245034050916404,0.6612569361815789,0.6253979757857465
SGD,0.6151135792312263,0.6497017092997678,0.6096062312731702
SVM,0.568997668997669,0.6585980383711594,0.5846005202639387
