Algoritmo,interaction,Precision,Recall,F1
ET,1,0.5343576031811326,0.7068019769891428,0.5639985682766432
LR,1,0.5612614836144248,0.6096828609986505,0.5759019693131712
MLP,1,0.49368572603866717,0.5189521263050675,0.4981792578829813
MNB,1,0.5414342520224873,0.5200564115932635,0.5241217479396484
PA,1,0.555937200054847,0.6442293750906192,0.5717320028609906
SGD,1,0.5439654463183875,0.5506633151794443,0.5384025389275482
SVM,1,0.5519511860688331,0.6500721500721501,0.5817392853448813
ET,2,0.518557520910462,0.6244440200322553,0.5351258742901995
LR,2,0.5917660770601946,0.6441212571647353,0.6043471148734306
MLP,2,0.5363896887426298,0.5089940760993392,0.5025432187487523
MNB,2,0.6097285067873304,0.6904027132288002,0.6207729980457254
PA,2,0.5455093925682161,0.5800116550116551,0.5464840578476943
SGD,2,0.5521760592348828,0.5882499684223823,0.559856558041676
SVM,2,0.5581297134238311,0.6531524926686217,0.5854608805828317
ET,3,0.5884971890854244,0.7519813519813519,0.6292664949992537
LR,3,0.6078445084327438,0.6532959464777647,0.6114641903435006
MLP,3,0.6051364321952557,0.6428992115512492,0.5923838642508719
MNB,3,0.7048800219388455,0.6955136307542724,0.6835513506101741
PA,3,0.5881708487590841,0.587049062049062,0.5759879905041195
SGD,3,0.6115699986288221,0.7028520499108736,0.6311803882392117
SVM,3,0.5858302481831893,0.7106236106236107,0.6237428043879657
ET,4,0.6518442341971753,0.7386329356917593,0.6651605339105339
LR,4,0.7322775263951734,0.7992044940155811,0.7373903878205202
MLP,4,0.6120814479638009,0.5946386946386947,0.5768892988988683
MNB,4,0.6459138900315371,0.6072594072594072,0.6098343621670194
PA,4,0.756805155628685,0.7880566019511253,0.7541143868015525
SGD,4,0.7393363499245852,0.812049062049062,0.7525432900432901
SVM,4,0.6983381324557795,0.7919522045583167,0.7135233750207012
ET,5,0.5594254764843,0.70463742789946,0.596977965441463
LR,5,0.587719731249143,0.6042642596894796,0.5747409275539948
MLP,5,0.5328712464006582,0.5619186517582239,0.5076789876789877
MNB,5,0.5902742355683531,0.6222281560101955,0.5854728753124475
PA,5,0.5688660359248594,0.6482782369146006,0.5877716044685191
SGD,5,0.5983669271904566,0.7106060606060607,0.6166742058591589
SVM,5,0.5937803373097491,0.6372048406139316,0.5900204241460609
ET,6,0.5612902783491018,0.6806041784302653,0.5889063540935199
LR,6,0.6189551624845742,0.6254590237348858,0.6058441735475228
MLP,6,0.5774715480597834,0.568070818070818,0.5629436493072857
MNB,6,0.6688194158782393,0.6145033052147677,0.6317680565048985
PA,6,0.6439105992047168,0.6859897678079497,0.6493409265278905
SGD,6,0.645117235705471,0.6872778370212388,0.6582891855619128
SVM,6,0.5999712052653229,0.652488400753951,0.6157624422048852
