Algoritmo,Precision,Recall,F1
ET,0.562356369121075,0.6798318341077939,0.5882751747868097
LR,0.634757758581288,0.6751034226583364,0.6377018672579037
MLP,0.5859771927418985,0.5847709777379532,0.5684633911317037
MNB,0.5997696421225832,0.6459458826470375,0.599450135327335
PA,0.6339496777732071,0.6694289268890256,0.6340960524949367
SGD,0.5977414415649709,0.6494263950646234,0.6040201849065173
SVM,0.5927350427350427,0.6899870369000692,0.6124469799237947
