Algoritmo,interaction,Precision,Recall,F1
ET,1,0.5988317564788154,0.6154042036394977,0.5819518447221544
LR,1,0.5916481557658029,0.6126055317231788,0.5981942418840814
MLP,1,0.5702454408336761,0.6893266223409764,0.6034812780802086
MNB,1,0.466805155628685,0.5140915457091928,0.4717043096499803
PA,1,0.5577087618264088,0.585790679908327,0.5655974051695977
SGD,1,0.5625572466748937,0.5791322314049586,0.557911972981143
SVM,1,0.5346784587961059,0.6424242424242425,0.565064535815524
ET,2,0.5763293569175922,0.5531010656010656,0.5536777542125135
LR,2,0.6146003016591252,0.6318181818181818,0.6111013143639054
MLP,2,0.6079569450157686,0.643266516092603,0.611238918563264
MNB,2,0.4966982037570272,0.5521658861172927,0.5121786042240588
PA,2,0.566003016591252,0.5928404928404929,0.570126093064455
SGD,2,0.5620636226518579,0.5912504162504162,0.5519337801071548
SVM,2,0.5718497189085424,0.6555777555777557,0.5881053555694704
ET,3,0.6945577951460306,0.6922569854388037,0.675692921588361
LR,3,0.6263115316056492,0.6990245865245865,0.6281410362172613
MLP,3,0.6219333607568902,0.6687119475889529,0.627785660944075
MNB,3,0.5873879062114356,0.6220627325890484,0.5879287379287379
PA,3,0.6684505690388044,0.7062346744164926,0.6745118804073198
SGD,3,0.6126093514328809,0.6697447160682454,0.6221962392945433
SVM,3,0.6413739201974497,0.7305448371662294,0.6652626339792115
ET,4,0.7492650486768134,0.7307359307359307,0.7007351410118209
LR,4,0.7447017688194159,0.815283060019902,0.7466945233703566
MLP,4,0.6939654463183875,0.7877104377104377,0.7011373086608196
MNB,4,0.6653736459618812,0.7612097053273523,0.6680918553846642
PA,4,0.7046126422597011,0.7722143110301005,0.6979075094048355
SGD,4,0.7206554230083642,0.7968531468531469,0.7235460733949457
SVM,4,0.5201563142739614,0.6690632599723508,0.5336488904618715
ET,5,0.6656163444398738,0.7307656395891691,0.6689689897047448
LR,5,0.6471136706430823,0.6796873654717459,0.650962000962001
MLP,5,0.5976306046894282,0.6239937096396427,0.5902895084713267
MNB,5,0.4962882215823392,0.6266338481649486,0.5070453195453196
PA,5,0.6033045385986562,0.6348722333048352,0.5978020349312215
SGD,5,0.578129713423831,0.5979766610201392,0.5646445044564167
SVM,5,0.5490991361579597,0.5886257236524617,0.5415245917604409
ET,6,0.6943150966680377,0.6811624112564552,0.6765799015799014
LR,6,0.6863348416289593,0.7007999797473482,0.6833203833203833
MLP,6,0.6371781160016454,0.6793695671686103,0.6476644176743481
MNB,6,0.5883203071438365,0.6038177339901478,0.5827949827949828
PA,6,0.6469409022350199,0.6755892255892255,0.6464429317370493
SGD,6,0.65466611819553,0.6632530842017007,0.6374048174048175
SVM,6,0.5968284656519951,0.6653524114339162,0.613997113997114
