Algoritmo,interaction,Precision,Recall,F1
ET,1,0.628534210887152,0.658874458874459,0.6318566092827299
LR,1,0.5695269436445908,0.6036117477293947,0.580070556169669
MLP,1,0.5240778829014123,0.6546678910315274,0.5553616053616054
MNB,1,0.46983545865898807,0.5140350877192982,0.4701896013663874
PA,1,0.5819511860688331,0.5991229032405503,0.5877673794448351
SGD,1,0.5727533251062662,0.602104377104377,0.5819449254231862
SVM,1,0.5346784587961059,0.6424242424242425,0.565064535815524
ET,2,0.6293596599478953,0.581974551919693,0.5889848713378125
LR,2,0.609835458658988,0.6302609427609428,0.6081803400232701
MLP,2,0.5005539558480735,0.5813492063492063,0.5240210255339542
MNB,2,0.48680515562868504,0.5396894133147329,0.501526819434343
PA,2,0.5980405868641163,0.6121668406253385,0.590691155323043
SGD,2,0.6319799808035103,0.6246261314443133,0.6118969963125805
SVM,2,0.5718497189085424,0.6555777555777557,0.5881053555694704
ET,3,0.6886041409570821,0.6644200626959248,0.6722596920089084
LR,3,0.6650335938571232,0.7208718996290452,0.6789067414067413
MLP,3,0.5818030988619224,0.6798209366391185,0.590205955660501
MNB,3,0.5970848759084053,0.6312710437710437,0.5974579184256603
PA,3,0.6996860002742357,0.7474020603052861,0.7113537977174341
SGD,3,0.624730563554093,0.6340750158931976,0.6110258428440246
SVM,3,0.6413739201974497,0.7305448371662294,0.6652626339792115
ET,4,0.7051295763060469,0.6804112554112554,0.6464019643071026
LR,4,0.7325805566982038,0.8231690336953494,0.7427732768264641
MLP,4,0.6321650898121486,0.79589767429326,0.6669829508700982
MNB,4,0.6784272590154944,0.7683941058941058,0.6773248116481536
PA,4,0.7043987385163857,0.8126984126984127,0.7158085266471038
SGD,4,0.6789441930618401,0.7351383465019828,0.6812559706032755
SVM,4,0.6832935691759221,0.8579129856559323,0.7134868498504863
ET,5,0.6428657616892911,0.6776068236883284,0.6410112633569087
LR,5,0.6417660770601947,0.6644435274870056,0.636700425396719
MLP,5,0.600767859591389,0.6636363636363636,0.6087104814377542
MNB,5,0.5159618812559988,0.6123376623376623,0.520450510448736
PA,5,0.5502742355683531,0.5907803403493058,0.5523657192441221
SGD,5,0.636031811325929,0.6505823886258669,0.6194822493523793
SVM,5,0.3708336761277938,0.47819100091827366,0.3694610396191424
ET,6,0.6837090360619772,0.6576885235976145,0.6563578232027429
LR,6,0.7202742355683532,0.7300611153552331,0.7178568213327571
MLP,6,0.5144275332510626,0.5308972073677956,0.5047045427361159
MNB,6,0.5759797065679418,0.5987258953168044,0.5702096645492872
PA,6,0.6523954476895653,0.6749417249417249,0.6503279356220533
SGD,6,0.6876539147127383,0.6667207792207792,0.6663124627104045
SVM,6,0.5968284656519951,0.6653524114339162,0.613997113997114
