Algoritmo,interaction,Precision,Recall,F1
ET,1,0.6271685177567531,0.6511412829594648,0.629428569225908
LR,1,0.5894199917729329,0.6345485669015081,0.6035360714725366
MLP,1,0.4994912930207047,0.5930342384887839,0.5245881569410981
MNB,1,0.48488002193884544,0.5254673356946085,0.4871855484721802
PA,1,0.5523433429315783,0.6064455810372326,0.5675470477299009
SGD,1,0.5538584944467299,0.6393239756876121,0.582293079063414
SVM,1,0.4261524749760044,0.562253513916485,0.4433637070000706
ET,2,0.57944878650761,0.5603029546211364,0.5535097086821225
LR,2,0.6152063622651858,0.641830896376351,0.6182317052286094
MLP,2,0.5733223639105992,0.5335792994883903,0.5361550448506971
MNB,2,0.4934485122720416,0.5455076892417046,0.5078103603821307
PA,2,0.5571314959550254,0.6148828842608747,0.5707963605022429
SGD,2,0.6325860414095709,0.6303766409029566,0.6178112841817558
SVM,2,0.5709639380227615,0.6465821398627722,0.5816064455810372
ET,3,0.6657699163581516,0.6357680198589288,0.64209289399852
LR,3,0.674730563554093,0.719808088524666,0.6820335388517206
MLP,3,0.6305717811600166,0.6660388853570671,0.6384070474979566
MNB,3,0.5797051967640203,0.593720586733291,0.5784774148410512
PA,3,0.6566790072672425,0.7087412587412587,0.6563557654466745
SGD,3,0.6626984779925956,0.7308810025387565,0.6686797694284324
SVM,3,0.6413739201974497,0.7305448371662294,0.6652626339792115
ET,4,0.734220485396956,0.6634300043390952,0.6591996600610219
LR,4,0.7189441930618401,0.805146705146705,0.7254724376981431
MLP,4,0.7016714657891128,0.780339357612085,0.7030228209212473
MNB,4,0.6714342520224874,0.762400344753286,0.6710136867330243
PA,4,0.7402687508569862,0.846638655462185,0.7530170965808801
SGD,4,0.66641299876594,0.7262298307752852,0.6627842066713541
SVM,4,0.5192239133415604,0.6785247580702126,0.5345891345891347
ET,5,0.6565254353489648,0.7365967365967365,0.6707570590329212
LR,5,0.6429178664472782,0.6616504707413798,0.6415044075421433
MLP,5,0.5730015082956258,0.5931736341899682,0.5639193373065671
MNB,5,0.5379994515288633,0.6454082359646622,0.5507846675558274
PA,5,0.634320581379405,0.6776320253469238,0.6363686122306812
SGD,5,0.6305772658713835,0.6675491175491175,0.6266860366494478
SVM,5,0.3708336761277938,0.4831137461572244,0.3707937648649111
ET,6,0.6308748114630468,0.6414261177419072,0.6211779110174832
LR,6,0.662092417386535,0.7222222222222222,0.6772716172716172
MLP,6,0.6436912107500343,0.6768702653375149,0.64877943251149
MNB,6,0.5943809132044426,0.6215564738292012,0.5918879862276089
PA,6,0.6523954476895653,0.681002331002331,0.6540193956771496
SGD,6,0.6679336349924584,0.6672099142687378,0.6616062586650822
SVM,6,0.5968284656519951,0.6653524114339162,0.613997113997114
