Algoritmo,Precision,Recall,F1
ET,0.568995383701266,0.7011836485040391,0.5965726318352689
LR,0.616637414872709,0.6560046403468495,0.6182814605753567
MLP,0.5596060149001325,0.5659122630705654,0.5401030461279578
MNB,0.6268417203711322,0.6249939373434511,0.6092535650966523
PA,0.6098665386900681,0.6556024498041687,0.6142384948351277
SGD,0.6150886695004342,0.6752830488648436,0.6261576944454663
SVM,0.5980001371177842,0.6825822832150971,0.6183748686145544
