Algoritmo,Precision,Recall,F1
ET,0.6299554367201426,0.6230222725514768,0.6089557472009122
LR,0.6291548973901915,0.6638749846180464,0.6293709365445849
MLP,0.5855324740618858,0.6623183398549967,0.5987441592975303
MNB,0.49507084418849123,0.5434677821464122,0.5006595077101269
PA,0.6277793774852598,0.6730711467680907,0.6345116351275307
SGD,0.6016899766899767,0.6267278788701507,0.6001982023414926
SVM,0.5380104209515975,0.6416241533857122,0.5614163538371572
