Algoritmo,interaction,Precision,Recall,F1
ET,1,0.6125627313862608,0.6195266854357764,0.6046255306034509
LR,1,0.5696448649389826,0.6020659079482609,0.5796150967273962
MLP,1,0.5181900452488688,0.6009641873278238,0.5358291757118736
MNB,1,0.4994624982860277,0.5499972576443164,0.5046927348014305
PA,1,0.5557891128479364,0.5838383838383838,0.5608177500249111
SGD,1,0.5683861236802413,0.5868930533404217,0.5725881298493819
SVM,1,0.6109639380227615,0.6458874458874458,0.6224365995163593
ET,2,0.7008693267516798,0.6669462746442218,0.6387613038639431
LR,2,0.6297051967640203,0.6974747474747475,0.6380659744296108
MLP,2,0.6230385300973537,0.8230735930735932,0.6759255165672278
MNB,2,0.5252200740436034,0.5102813852813853,0.5129677006368735
PA,2,0.6297051967640203,0.6959129759129759,0.6326511736587729
SGD,2,0.663751542575072,0.7525252525252526,0.6761172641653513
SVM,2,0.42814342520224874,0.5676406926406926,0.44922456768420654
ET,3,0.6233826957356369,0.606129476584022,0.6077041558232781
LR,3,0.5951405457287811,0.6339572192513369,0.6000447409127588
MLP,3,0.5652474976004387,0.7407634032634033,0.5982893079288064
MNB,3,0.5242081447963801,0.5602441189128495,0.5289525289525291
PA,3,0.5770656794186206,0.5730987372698603,0.5676546863712638
SGD,3,0.6233223639105993,0.6176046176046175,0.60789964585216
SVM,3,0.5692705333881803,0.6459096955932888,0.586917152002541
ET,4,0.5035074729192376,0.5212078770902301,0.5053604658467393
LR,4,0.5475414781297134,0.5923127311285206,0.5601707552026683
MLP,4,0.45907993966817495,0.6023101831714274,0.4833873767601302
MNB,4,0.4254435760318114,0.46929824561403516,0.41945384364739213
PA,4,0.5234060057589469,0.5829284750337381,0.5415291778928143
SGD,4,0.514618126971068,0.5718728639781272,0.5347963484327121
SVM,4,0.5111778417660772,0.6254906039803064,0.5406810759681574
ET,5,0.6708515014397368,0.6515495867768595,0.6451592573272769
LR,5,0.675093925682161,0.7050982350982351,0.671718855307372
MLP,5,0.6116906622788977,0.652237345987346,0.612632474531788
MNB,5,0.5484875908405319,0.5706967275149094,0.544287026105208
PA,5,0.6181242287124641,0.611792025562079,0.603669987301701
SGD,5,0.6274112162347456,0.5932979142070051,0.5941331767647557
SVM,5,0.6642917866447279,0.6555167055167055,0.6562403353963456
ET,6,0.7014863567804744,0.7117715617715618,0.6968296409472878
LR,6,0.6595146030440148,0.7256788665879575,0.6773258904837852
MLP,6,0.5498587686822981,0.6639070864239979,0.5529748029748031
MNB,6,0.45453037158919507,0.5626736899464173,0.47172190520016605
PA,6,0.6504236939531057,0.7306138306138306,0.67263000157737
SGD,6,0.6284930755518991,0.6879025363351382,0.6427768391404753
SVM,6,0.578992184286302,0.6760863769661425,0.6080833515616124
