Algoritmo,Precision,Recall,F1
ET,0.6513880890351479,0.6403146813152039,0.626875008010671
LR,0.6334944467297409,0.6877956559578817,0.6411059202711685
MLP,0.5903018876548288,0.6703625340800907,0.6063012701508761
MNB,0.5006807897984369,0.5515393307737806,0.5059120895187971
PA,0.5958067096302391,0.6404538185860519,0.6042364997043782
SGD,0.5984041775218246,0.6101793565411242,0.586981478916697
SVM,0.5685440376616847,0.6538728223333,0.5846867367363014
