Algoritmo,interaction,Precision,Recall,F1
ET,1,0.6168051556286851,0.6255968169761273,0.612319045322998
LR,1,0.5884327437268614,0.6118043176866707,0.5949868313504676
MLP,1,0.5178870149458384,0.603030303030303,0.5286658795749705
MNB,1,0.4964321952557247,0.5782587782587784,0.5144525380575538
PA,1,0.6018730289318525,0.6430096418732782,0.6161616161616161
SGD,1,0.5253969559851913,0.5867424242424243,0.5359789099666266
SVM,1,0.6405539558480735,0.6950341977771445,0.6610928443773019
ET,2,0.7038584944467298,0.6481353669994644,0.6452948022466739
LR,2,0.7281900452488688,0.8051948051948051,0.7193428881041315
MLP,2,0.6740545728781023,0.7455716253443526,0.6801534210331863
MNB,2,0.5016906622788976,0.4788653451811347,0.48387173167077474
PA,2,0.7266748937337173,0.7685680985680985,0.7273176377989212
SGD,2,0.620721239544769,0.6363775113775113,0.6104775057050538
SVM,2,0.42814342520224874,0.5676406926406926,0.44922456768420654
ET,3,0.5844823803647333,0.5492179605815969,0.541716835022968
LR,3,0.5733223639105992,0.601010101010101,0.5751408039429818
MLP,3,0.6220266008501304,0.631035631035631,0.6209132531186744
MNB,3,0.5242081447963801,0.5707912319032598,0.5332353115035628
PA,3,0.5547483888660358,0.5730143593779957,0.5519720910601128
SGD,3,0.5845523104346634,0.6118795642859814,0.5863997184277722
SVM,3,0.6240175510763746,0.6785644910644911,0.6379058012180407
ET,4,0.5182723159193747,0.5612947658402203,0.5275328428832322
LR,4,0.5452241875771286,0.6152926137745872,0.5684168171010276
MLP,4,0.5156396544631838,0.6237947658402203,0.5409277249178727
MNB,4,0.4520032908268202,0.5011086952263422,0.4592895512013158
PA,4,0.5573453996983407,0.6372509658799982,0.5816700026377446
SGD,4,0.5225860414095708,0.5633318294608617,0.5349064883547642
SVM,4,0.5058302481831893,0.6175365697104828,0.5342763695634509
ET,5,0.6835787741670095,0.693139184048275,0.6681010377182625
LR,5,0.6802454408336762,0.6285819231273777,0.6431287904015176
MLP,5,0.5656766762649116,0.6604092876820149,0.5801304054662065
MNB,5,0.5415604003839298,0.5691089523625409,0.541386008627388
PA,5,0.6711545317427671,0.6468071003956172,0.6503525035108301
SGD,5,0.6623899629781983,0.6620818575364029,0.6459947252155044
SVM,5,0.4505251611133964,0.6148825921553194,0.47791518861832993
ET,6,0.6727354997943232,0.6607495408631773,0.6587699200113387
LR,6,0.6595146030440148,0.7213661469147363,0.6752094883673831
MLP,6,0.6179103249691485,0.7100684261974585,0.6416742716742716
MNB,6,0.45453037158919507,0.5626736899464173,0.47172190520016605
PA,6,0.6548800219388454,0.7697767145135566,0.6795959595959595
SGD,6,0.6944933497874675,0.6999540863177226,0.6874318663792347
SVM,6,0.578992184286302,0.6760863769661425,0.6080833515616124
