classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,22,100,100,103,100
FT,4,14,12,100,100,99,100
L,3,12,12,100,100,98,100
LF,10,39,34,100,100,102,100
MN,5,19,15,100,100,98,100
O,15,62,49,100,100,107,100
PE,13,54,51,100,100,94,100
PO,3,9,9,100,100,100,100
SC,4,18,15,100,100,101,100
SE,25,100,90,100,100,100,98
US,17,68,58,100,100,106,98
total,105,420,367,1100,1100,1108,1096
