classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,23,100,100,103,100
FT,4,14,13,100,100,102,100
L,3,12,11,100,100,99,100
LF,10,39,32,100,100,108,99
MN,5,19,14,100,100,95,100
O,15,62,51,100,100,113,100
PE,13,54,48,100,100,99,99
PO,3,9,9,100,100,98,100
SC,4,18,14,100,100,102,100
SE,25,100,90,100,100,100,98
US,17,68,56,100,100,106,98
total,105,420,361,1100,1100,1125,1094
