classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,24,100,100,102,100
FT,4,14,12,100,100,98,100
L,3,12,10,100,100,100,100
LF,10,39,32,100,100,103,100
MN,5,19,13,100,100,95,100
O,15,62,53,100,100,110,100
PE,13,54,48,100,100,97,99
PO,3,9,9,100,100,98,100
SC,4,18,16,100,100,95,100
SE,25,100,91,100,100,100,98
US,17,68,53,100,100,108,99
total,105,420,361,1100,1100,1106,1096
