classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,23,100,100,101,99
FT,4,14,11,100,100,101,100
L,3,12,10,100,100,102,100
LF,10,39,31,100,100,107,100
MN,5,19,14,100,100,95,100
O,15,62,51,100,100,101,100
PE,13,54,48,100,100,97,99
PO,3,9,9,100,100,100,100
SC,4,18,16,100,100,99,100
SE,25,100,88,100,100,100,97
US,17,68,57,100,100,104,99
total,105,420,358,1100,1100,1107,1094
