classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,22,100,100,97,100
FT,4,14,12,100,100,102,100
L,3,12,10,100,100,102,100
LF,10,39,34,100,100,108,100
MN,5,19,14,100,100,98,100
O,15,62,50,100,100,113,99
PE,13,54,49,100,100,96,100
PO,3,9,9,100,100,100,100
SC,4,18,16,100,100,102,100
SE,25,100,89,100,100,100,100
US,17,68,54,100,100,105,99
total,105,420,359,1100,1100,1123,1098
