classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,21,100,100,99,100
FT,4,14,12,100,100,102,100
L,3,12,10,100,100,100,100
LF,10,39,34,100,100,105,100
MN,5,19,11,100,100,94,100
O,15,62,52,100,100,108,100
PE,13,54,48,100,100,102,99
PO,3,9,9,100,100,99,100
SC,4,18,14,100,100,101,100
SE,25,100,90,100,100,100,97
US,17,68,56,100,100,105,98
total,105,420,357,1100,1100,1115,1094
