classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,22,100,100,102,100
FT,4,14,13,100,100,100,100
L,3,12,12,100,100,99,100
LF,10,39,35,100,100,96,100
MN,5,19,14,100,100,97,100
O,15,62,53,100,100,111,100
PE,13,54,46,100,100,103,98
PO,3,9,9,100,100,101,100
SC,4,18,13,100,100,101,100
SE,25,100,93,100,100,100,97
US,17,68,56,100,100,104,99
total,105,420,366,1100,1100,1114,1094
