classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,23,100,100,99,100
FT,4,14,11,100,100,94,100
L,3,12,10,100,100,98,100
LF,10,39,34,100,100,90,100
MN,5,19,15,100,100,93,100
O,15,62,53,100,100,113,100
PE,13,54,45,100,100,102,99
PO,3,9,9,100,100,102,100
SC,4,18,12,100,100,102,100
SE,25,100,89,100,100,100,99
US,17,68,55,100,100,109,100
total,105,420,356,1100,1100,1102,1098
