classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,25,100,100,102,100
FT,4,14,10,100,100,99,100
L,3,12,11,100,100,99,100
LF,10,39,35,100,100,104,100
MN,5,19,14,100,100,93,100
O,15,62,50,100,100,110,99
PE,13,54,49,100,100,98,100
PO,3,9,9,100,100,102,100
SC,4,18,15,100,100,99,100
SE,25,100,93,100,100,100,100
US,17,68,56,100,100,104,99
total,105,420,367,1100,1100,1110,1098
