classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,23,100,100,105,100
FT,4,14,11,100,100,103,100
L,3,12,11,100,100,104,100
LF,10,39,32,100,100,105,100
MN,5,19,14,100,100,93,100
O,15,62,50,100,100,109,97
PE,13,54,45,100,100,96,97
PO,3,9,9,100,100,99,100
SC,4,18,15,100,100,100,100
SE,25,100,91,100,100,100,98
US,17,68,57,100,100,104,98
total,105,420,358,1100,1100,1118,1090
