classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,22,100,100,96,100
FT,4,14,13,100,100,99,100
L,3,12,12,100,100,100,100
LF,10,39,32,100,100,106,99
MN,5,19,10,100,100,93,100
O,15,62,47,100,100,108,100
PE,13,54,45,100,100,99,100
PO,3,9,9,100,100,102,100
SC,4,18,15,100,100,101,100
SE,25,100,90,100,100,100,98
US,17,68,56,100,100,108,97
total,105,420,351,1100,1100,1112,1094
