classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,24,100,100,99,100
FT,4,14,13,100,100,98,100
L,3,12,9,100,100,102,100
LF,10,39,32,100,100,99,100
MN,5,19,13,100,100,95,100
O,15,62,51,100,100,114,98
PE,13,54,46,100,100,94,99
PO,3,9,9,100,100,98,100
SC,4,18,15,100,100,97,100
SE,25,100,91,100,100,100,99
US,17,68,58,100,100,105,98
total,105,420,361,1100,1100,1101,1094
