classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,23,100,100,97,100
FT,4,14,11,100,100,102,100
L,3,12,11,100,100,100,100
LF,10,39,35,100,100,102,100
MN,5,19,13,100,100,95,100
O,15,62,53,100,100,107,100
PE,13,54,46,100,100,96,98
PO,3,9,9,100,100,100,100
SC,4,18,15,100,100,100,100
SE,25,100,95,100,100,100,98
US,17,68,56,100,100,106,100
total,105,420,367,1100,1100,1105,1096
