classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,25,100,100,101,100
FT,4,14,11,100,100,104,100
L,3,12,11,100,100,96,100
LF,10,39,33,100,100,103,100
MN,5,19,13,100,100,95,100
O,15,62,48,100,100,110,99
PE,13,54,44,100,100,100,99
PO,3,9,9,100,100,100,100
SC,4,18,16,100,100,101,100
SE,25,100,92,100,100,100,97
US,17,68,56,100,100,108,97
total,105,420,358,1100,1100,1118,1092
