classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,24,100,100,105,100
FT,4,14,12,100,100,100,100
L,3,12,10,100,100,99,100
LF,10,39,33,100,100,103,99
MN,5,19,13,100,100,101,100
O,15,62,53,100,100,116,100
PE,13,54,45,100,100,100,100
PO,3,9,9,100,100,98,100
SC,4,18,15,100,100,102,100
SE,25,100,90,100,100,100,99
US,17,68,57,100,100,100,98
total,105,420,361,1100,1100,1124,1096
