classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,23,100,100,107,100
FT,4,14,11,100,100,104,100
L,3,12,11,100,100,103,100
LF,10,39,34,100,100,106,100
MN,5,19,14,100,100,98,100
O,15,62,50,100,100,114,100
PE,13,54,47,100,100,102,99
PO,3,9,9,100,100,100,100
SC,4,18,14,100,100,102,100
SE,25,100,94,100,100,100,98
US,17,68,60,100,100,105,99
total,105,420,367,1100,1100,1141,1096
