classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,24,100,100,103,100
FT,4,14,12,100,100,99,100
L,3,12,12,100,100,100,100
LF,10,39,34,100,100,100,99
MN,5,19,13,100,100,94,100
O,15,62,49,100,100,111,100
PE,13,54,43,100,100,94,99
PO,3,9,9,100,100,100,100
SC,4,18,14,100,100,101,100
SE,25,100,88,100,100,100,98
US,17,68,55,100,100,108,96
total,105,420,353,1100,1100,1110,1092
