classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,22,100,100,96,100
FT,4,14,11,100,100,96,100
L,3,12,10,100,100,100,100
LF,10,39,34,100,100,94,100
MN,5,19,12,100,100,94,100
O,15,62,52,100,100,113,100
PE,13,54,44,100,100,100,99
PO,3,9,9,100,100,102,100
SC,4,18,17,100,100,101,100
SE,25,100,91,100,100,100,99
US,17,68,52,100,100,105,98
total,105,420,354,1100,1100,1101,1096
