classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,23,100,100,102,100
FT,4,14,12,100,100,106,100
L,3,12,11,100,100,100,100
LF,10,39,34,100,100,100,100
MN,5,19,13,100,100,96,100
O,15,62,50,100,100,115,100
PE,13,54,48,100,100,104,99
PO,3,9,9,100,100,100,100
SC,4,18,16,100,100,104,100
SE,25,100,93,100,100,100,98
US,17,68,62,100,100,101,99
total,105,420,371,1100,1100,1128,1096
