classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,23,100,100,103,100
FT,4,14,12,100,100,101,100
L,3,12,11,100,100,102,100
LF,10,39,32,100,100,106,100
MN,5,19,12,100,100,98,100
O,15,62,50,100,100,107,100
PE,13,54,48,100,100,101,99
PO,3,9,9,100,100,99,100
SC,4,18,13,100,100,100,100
SE,25,100,93,100,100,100,99
US,17,68,58,100,100,103,100
total,105,420,361,1100,1100,1120,1098
