classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,23,100,100,104,99
FT,4,14,13,100,100,103,100
L,3,12,10,100,100,99,100
LF,10,39,32,100,100,103,100
MN,5,19,12,100,100,96,100
O,15,62,49,100,100,109,100
PE,13,54,49,100,100,97,100
PO,3,9,9,100,100,102,100
SC,4,18,15,100,100,103,100
SE,25,100,92,100,100,100,99
US,17,68,58,100,100,103,100
total,105,420,362,1100,1100,1119,1098
