classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,21,100,100,107,100
FT,4,14,12,100,100,103,100
L,3,12,10,100,100,100,100
LF,10,39,34,100,100,102,100
MN,5,19,12,100,100,95,99
O,15,62,54,100,100,105,99
PE,13,54,45,100,100,94,98
PO,3,9,9,100,100,100,100
SC,4,18,16,100,100,100,100
SE,25,100,88,100,100,100,99
US,17,68,56,100,100,104,99
total,105,420,357,1100,1100,1110,1094
