classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,21,100,100,99,100
FT,4,14,11,100,100,100,100
L,3,12,10,100,100,98,100
LF,10,39,34,100,100,94,100
MN,5,19,11,100,100,101,100
O,15,62,51,100,100,114,100
PE,13,54,46,100,100,100,98
PO,3,9,9,100,100,100,100
SC,4,18,15,100,100,100,100
SE,25,100,87,100,100,100,98
US,17,68,56,100,100,104,100
total,105,420,351,1100,1100,1110,1096
