classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,22,100,100,98,100
FT,4,14,13,100,100,104,100
L,3,12,11,100,100,99,100
LF,10,39,34,100,100,108,100
MN,5,19,12,100,100,97,100
O,15,62,47,100,100,112,99
PE,13,54,46,100,100,96,98
PO,3,9,9,100,100,98,100
SC,4,18,17,100,100,101,100
SE,25,100,93,100,100,100,98
US,17,68,55,100,100,107,99
total,105,420,359,1100,1100,1120,1094
