classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,23,100,100,105,100
FT,4,14,12,100,100,101,100
L,3,12,11,100,100,104,100
LF,10,39,35,100,100,105,100
MN,5,19,16,100,100,93,100
O,15,62,52,100,100,109,100
PE,13,54,46,100,100,92,98
PO,3,9,9,100,100,100,100
SC,4,18,14,100,100,101,100
SE,25,100,89,100,100,100,98
US,17,68,58,100,100,107,98
total,105,420,365,1100,1100,1117,1094
