classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,25,100,100,99,100
FT,4,14,11,100,100,98,100
L,3,12,10,100,100,99,100
LF,10,39,32,100,100,109,100
MN,5,19,14,100,100,96,100
O,15,62,51,100,100,111,100
PE,13,54,47,100,100,99,99
PO,3,9,9,100,100,98,100
SC,4,18,15,100,100,99,100
SE,25,100,92,100,100,100,99
US,17,68,58,100,100,108,100
total,105,420,364,1100,1100,1116,1098
