classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,23,100,100,105,100
FT,4,14,11,100,100,99,100
L,3,12,10,100,100,100,100
LF,10,39,30,100,100,103,100
MN,5,19,12,100,100,94,100
O,15,62,51,100,100,114,100
PE,13,54,46,100,100,97,98
PO,3,9,9,100,100,100,100
SC,4,18,15,100,100,102,100
SE,25,100,93,100,100,100,98
US,17,68,59,100,100,106,100
total,105,420,359,1100,1100,1120,1096
