classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,24,100,100,101,100
FT,4,14,10,100,100,99,100
L,3,12,11,100,100,100,100
LF,10,39,34,100,100,105,100
MN,5,19,10,100,100,97,100
O,15,62,48,100,100,113,100
PE,13,54,47,100,100,101,98
PO,3,9,9,100,100,98,100
SC,4,18,14,100,100,97,100
SE,25,100,92,100,100,100,97
US,17,68,58,100,100,106,99
total,105,420,357,1100,1100,1117,1094
