classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,23,100,100,97,100
FT,4,14,11,100,100,97,100
L,3,12,10,100,100,104,100
LF,10,39,32,100,100,106,100
MN,5,19,10,100,100,95,100
O,15,62,51,100,100,110,99
PE,13,54,49,100,100,94,99
PO,3,9,9,100,100,100,100
SC,4,18,15,100,100,98,100
SE,25,100,92,100,100,100,99
US,17,68,55,100,100,103,99
total,105,420,357,1100,1100,1104,1096
