classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,25,100,100,105,100
FT,4,14,12,100,100,99,100
L,3,12,10,100,100,100,100
LF,10,39,34,100,100,103,100
MN,5,19,14,100,100,98,100
O,15,62,49,100,100,108,100
PE,13,54,47,100,100,102,99
PO,3,9,9,100,100,99,100
SC,4,18,14,100,100,101,100
SE,25,100,89,100,100,100,98
US,17,68,58,100,100,88,99
total,105,420,361,1100,1100,1103,1096
