classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,24,100,100,98,100
FT,4,14,10,100,100,98,100
L,3,12,10,100,100,102,100
LF,10,39,34,100,100,103,100
MN,5,19,14,100,100,98,100
O,15,62,50,100,100,112,100
PE,13,54,47,100,100,98,100
PO,3,9,9,100,100,100,100
SC,4,18,14,100,100,104,100
SE,25,100,93,100,100,100,100
US,17,68,59,100,100,109,100
total,105,420,364,1100,1100,1122,1100
