classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,23,100,100,100,100
FT,4,14,11,100,100,103,100
L,3,12,11,100,100,104,100
LF,10,39,35,100,100,106,100
MN,5,19,12,100,100,97,100
O,15,62,48,100,100,110,100
PE,13,54,49,100,100,100,100
PO,3,9,9,100,100,99,100
SC,4,18,15,100,100,103,100
SE,25,100,91,100,100,100,99
US,17,68,57,100,100,107,99
total,105,420,361,1100,1100,1129,1098
