classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,23,100,100,101,100
FT,4,14,11,100,100,103,100
L,3,12,11,100,100,96,100
LF,10,39,35,100,100,102,100
MN,5,19,15,100,100,98,100
O,15,62,54,100,100,112,100
PE,13,54,48,100,100,95,100
PO,3,9,9,100,100,103,100
SC,4,18,16,100,100,102,100
SE,25,100,91,100,100,100,98
US,17,68,58,100,100,104,98
total,105,420,371,1100,1100,1116,1096
