classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,23,100,100,98,100
FT,4,14,12,100,100,100,100
L,3,12,10,100,100,100,100
LF,10,39,33,100,100,107,100
MN,5,19,12,100,100,95,100
O,15,62,47,100,100,114,99
PE,13,54,48,100,100,100,97
PO,3,9,9,100,100,101,100
SC,4,18,15,100,100,103,100
SE,25,100,90,100,100,100,97
US,17,68,58,100,100,102,99
total,105,420,357,1100,1100,1120,1092
