classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,24,100,100,103,100
FT,4,14,12,100,100,101,100
L,3,12,10,100,100,102,100
LF,10,39,31,100,100,108,100
MN,5,19,14,100,100,93,100
O,15,62,52,100,100,106,100
PE,13,54,47,100,100,95,99
PO,3,9,9,100,100,100,100
SC,4,18,16,100,100,103,100
SE,25,100,88,100,100,100,99
US,17,68,57,100,100,106,100
total,105,420,360,1100,1100,1117,1098
