classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,24,100,100,100,100
FT,4,14,11,100,100,99,100
L,3,12,12,100,100,101,100
LF,10,39,31,100,100,107,100
MN,5,19,14,100,100,96,100
O,15,62,50,100,100,115,100
PE,13,54,50,100,100,98,100
PO,3,9,9,100,100,100,100
SC,4,18,17,100,100,99,100
SE,25,100,91,100,100,100,99
US,17,68,60,100,100,101,99
total,105,420,369,1100,1100,1116,1098
