classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,24,100,100,101,100
FT,4,14,12,100,100,99,100
L,3,12,10,100,100,103,100
LF,10,39,33,100,100,107,100
MN,5,19,12,100,100,94,100
O,15,62,46,100,100,114,100
PE,13,54,50,100,100,102,100
PO,3,9,9,100,100,101,100
SC,4,18,15,100,100,102,100
SE,25,100,94,100,100,100,100
US,17,68,56,100,100,105,100
total,105,420,361,1100,1100,1128,1100
