classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,25,100,100,98,100
FT,4,14,11,100,100,98,100
L,3,12,11,100,100,98,100
LF,10,39,34,100,100,103,100
MN,5,19,13,100,100,93,100
O,15,62,48,100,100,101,100
PE,13,54,47,100,100,96,100
PO,3,9,9,100,100,100,100
SC,4,18,15,100,100,101,100
SE,25,100,92,100,100,100,99
US,17,68,54,100,100,111,99
total,105,420,359,1100,1100,1099,1098
