classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,22,100,100,102,100
FT,4,14,13,100,100,101,100
L,3,12,11,100,100,102,100
LF,10,39,36,100,100,89,100
MN,5,19,12,100,100,104,100
O,15,62,52,100,100,108,100
PE,13,54,50,100,100,99,100
PO,3,9,9,100,100,98,100
SC,4,18,13,100,100,101,100
SE,25,100,93,100,100,100,100
US,17,68,60,100,100,107,100
total,105,420,371,1100,1100,1111,1100
