classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,23,100,100,98,100
FT,4,14,12,100,100,99,100
L,3,12,10,100,100,100,100
LF,10,39,35,100,100,100,100
MN,5,19,11,100,100,93,100
O,15,62,53,100,100,109,99
PE,13,54,49,100,100,101,97
PO,3,9,9,100,100,98,100
SC,4,18,14,100,100,99,100
SE,25,100,91,100,100,100,97
US,17,68,58,100,100,99,97
total,105,420,365,1100,1100,1096,1090
