classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,23,100,100,103,100
FT,4,14,11,100,100,100,100
L,3,12,11,100,100,100,100
LF,10,39,33,100,100,109,100
MN,5,19,12,100,100,100,100
O,15,62,51,100,100,111,100
PE,13,54,45,100,100,96,99
PO,3,9,9,100,100,98,100
SC,4,18,14,100,100,96,100
SE,25,100,93,100,100,100,99
US,17,68,57,100,100,102,100
total,105,420,359,1100,1100,1115,1098
