Algoritmo,interaction,Precision,Recall,F1
ET,1,0.4841711229946524,0.5627705627705628,0.5015232067908557
LR,1,0.6099286987522281,0.6370402590498284,0.6130513226805092
MLP,1,0.5343205813794049,0.574641148325359,0.5405392391488648
MNB,1,0.6882174688057041,0.646018796018796,0.6431376110520495
PA,1,0.5742369395310571,0.5730880230880231,0.5628016428016428
SGD,1,0.5218908542437953,0.5728905410723591,0.5336489094491152
SVM,1,0.6081996434937611,0.6638471177944861,0.6281084115153429
ET,2,0.5084080625257096,0.5472294372294372,0.5068195077245538
LR,2,0.572566844919786,0.6466952165481578,0.5836137043033595
MLP,2,0.5711586452762923,0.5741763499658238,0.5515516559418578
MNB,2,0.5822405045934458,0.5532134532134532,0.5535797941153997
PA,2,0.566096256684492,0.6567501641805048,0.5810666828714958
SGD,2,0.4715508021390375,0.48055598112313175,0.4631927212572373
SVM,2,0.5467914438502673,0.6395233389798608,0.5570202470969203
ET,3,0.5522830111065405,0.7032149223325694,0.5893036367318664
LR,3,0.577601809954751,0.6282752106281517,0.5954657641823418
MLP,3,0.5901988207870561,0.6512373737373737,0.595270181919742
MNB,3,0.6354805978335389,0.6444615193419021,0.6238569511296784
PA,3,0.6020403126285478,0.6440279844742087,0.6109396438652497
SGD,3,0.581541203894145,0.6266324537644549,0.5776086019074413
SVM,3,0.6002221308103661,0.6879551820728291,0.6314086219803021
ET,4,0.5520403126285479,0.7311213741695024,0.5958036330123014
LR,4,0.6896448649389826,0.8189686092063002,0.7302549302549302
MLP,4,0.6659989030577266,0.641955266955267,0.6272108843537415
MNB,4,0.5980309886192239,0.6345811051693405,0.5956893940001318
PA,4,0.6747264500205676,0.7667929292929294,0.6965565072371678
SGD,4,0.6413739201974497,0.6943668304417355,0.637641598167914
SVM,4,0.6703112573700808,0.8125115494943809,0.7150729964457073
ET,5,0.4424736048265459,0.5666903582252313,0.4717289986286881
LR,5,0.5282544906074317,0.6468249093249093,0.5572602861459167
MLP,5,0.5177924036747567,0.65738554374918,0.5438215535085877
MNB,5,0.4962827368709722,0.5591982443026087,0.5016396066151937
PA,5,0.49360208419031953,0.5606600767028574,0.5134701086539948
SGD,5,0.49520087755381864,0.5644257703081232,0.49779286370195464
SVM,5,0.5179048402577814,0.649288557183294,0.5466607970834295
ET,6,0.4797463320992732,0.568238194553984,0.4876131581666972
LR,6,0.6203578774167009,0.6535210778526287,0.6234799069023668
MLP,6,0.5384683943507473,0.5719765083401448,0.514740838484154
MNB,6,0.5666323872206225,0.6093844287026106,0.5652222329641684
PA,6,0.5752063622651858,0.6496426156669565,0.5743883229134221
SGD,6,0.5504470039764158,0.6700186177458906,0.5701802701802702
SVM,6,0.6044042232277526,0.7303921568627452,0.626718094437663
