Algoritmo,interaction,Precision,Recall,F1
ET,1,0.7535650623885918,0.6905473314564223,0.6994616018629741
LR,1,0.6972672425613602,0.6900664397990601,0.680632605034519
MLP,1,0.6167914438502674,0.6373217468805703,0.6188110582653045
MNB,1,0.5468517756753051,0.5731404958677686,0.5399532285895923
PA,1,0.682115727409845,0.7189164370982554,0.669894955587192
SGD,1,0.6835239270533389,0.7130745626793057,0.6834195488831688
SVM,1,0.6569642122583299,0.7030663780663781,0.6705390830511627
ET,2,0.6182778006307418,0.5947305567995224,0.5945634417282951
LR,2,0.5354901960784314,0.5772077922077922,0.5282376763021924
MLP,2,0.4563526669409023,0.49921674730498256,0.4574025974025975
MNB,2,0.4652845194021664,0.48419821951769215,0.47013838637738936
PA,2,0.4778911284793638,0.5097518346181449,0.47929163223280874
SGD,2,0.5112477718360071,0.5443722943722945,0.513517091670398
SVM,2,0.5319141642671054,0.60465668139956,0.5373135736840037
ET,3,0.7139421362950774,0.6714646464646464,0.6624791514401903
LR,3,0.6058727546962841,0.6647579693034239,0.6183827997988641
MLP,3,0.6351775675305087,0.6413657030664703,0.6286558878416735
MNB,3,0.6155875497051967,0.6016056407360756,0.58560179209585
PA,3,0.5993130399012752,0.609368117262854,0.5939646962163145
SGD,3,0.642432469491293,0.6223707664884135,0.6135940970457728
SVM,3,0.5961990950226244,0.6716578107882456,0.6195995524942893
ET,4,0.7655930344165639,0.76991341991342,0.7235939656888273
LR,4,0.6387961058549293,0.7150054621449606,0.6652009361686781
MLP,4,0.6794858083093377,0.7243506493506493,0.6865106591521686
MNB,4,0.6172110242698478,0.6439477048135791,0.61858698128721
PA,4,0.6457891128479364,0.7347881736426629,0.678122453790279
SGD,4,0.6573508844097079,0.7134920634920635,0.6763020774269619
SVM,4,0.615070615658851,0.7408919449647537,0.6557145686557452
ET,5,0.59418483477307,0.6108437314319668,0.572381021033717
LR,5,0.6377197312491429,0.7184070138615594,0.6607591239170186
MLP,5,0.5368051556286851,0.7805679169315533,0.5834610596188642
MNB,5,0.5578870149458385,0.6480637826226062,0.5777057885476032
PA,5,0.5975236528177704,0.6809651776229316,0.6080074114833472
SGD,5,0.610357877416701,0.7498364828508368,0.638407670760612
SVM,5,0.4142506513094748,0.5148645546372819,0.4242752878492425
ET,6,0.6383381324557795,0.6346549914731733,0.614334336234141
LR,6,0.5898820787056082,0.6114864607533229,0.5886936238033417
MLP,6,0.6352900041135335,0.6808176948136381,0.6287282830063579
MNB,6,0.5973220896750309,0.6089785214785215,0.5871383119308621
PA,6,0.5855327025915261,0.5983225108225109,0.5799446924838775
SGD,6,0.5755093925682161,0.5920231191759866,0.5708421348288579
SVM,6,0.5889496777732073,0.6257607829223819,0.5935784444409594
