Algoritmo,Precision,Recall,F1
ET,0.6279834544540427,0.6024974013708341,0.5964793509428982
LR,0.6123344302756069,0.6686091763175096,0.6201562968189409
MLP,0.5736260798025504,0.6291314119965629,0.5832432443511725
MNB,0.5692346542346541,0.6069214997050856,0.5701303453391138
PA,0.6102031628502217,0.6497458686600254,0.6101126299511622
SGD,0.6171324100735865,0.6441985507877314,0.6134538820506483
SVM,0.5510057589469354,0.6391863332602116,0.5711222912132717
