Algoritmo,interaction,Precision,Recall,F1
ET,1,0.6967023172905527,0.6182260920897286,0.6307691657724189
LR,1,0.6893884546825724,0.7339302112029386,0.6786057965152068
MLP,1,0.6175702728643905,0.642698605742084,0.6190205577813913
MNB,1,0.5468517756753051,0.6024310977390157,0.5470254789773507
PA,1,0.7099945152886329,0.7230694017493904,0.7006753457346343
SGD,1,0.660837789661319,0.6634599096555618,0.6330559287455839
SVM,1,0.6569642122583299,0.7030663780663781,0.6705390830511627
ET,2,0.5068874262991909,0.5087465564738292,0.4957279919662364
LR,2,0.543065953654189,0.5649586776859504,0.5422045652690813
MLP,2,0.5164541341011929,0.47464114832535886,0.48706898271493854
MNB,2,0.49277663512957626,0.5198412698412698,0.499506991819826
PA,2,0.5275880981763336,0.6055450067598405,0.5302095565253461
SGD,2,0.5063526669409023,0.5088296636284252,0.5017231134878194
SVM,2,0.35120115178938704,0.4336547291092746,0.3512234599558543
ET,3,0.6321239544768956,0.5869146005509642,0.5936940388803744
LR,3,0.5853736459618812,0.6274980515622226,0.5937242526044316
MLP,3,0.5971918277800631,0.6197156675766301,0.5993923189110355
MNB,3,0.5942684766214177,0.5977272727272728,0.5772626913604357
PA,3,0.6099424105306458,0.6075070596601697,0.5997919525192252
SGD,3,0.6218442341971753,0.5981964208040763,0.5964221931919901
SVM,3,0.48212943918826273,0.6156067134328004,0.5183919208845895
ET,4,0.7481900452488688,0.7421438410074774,0.7203704544613635
LR,4,0.6569779240367475,0.7546939988116459,0.6926059914696278
MLP,4,0.6034252022487316,0.7626984126984127,0.65108143001083
MNB,4,0.6232716303304539,0.6620962229620972,0.628339680695082
PA,4,0.6542739613327848,0.6878288378288379,0.665204498221576
SGD,4,0.6467215137803373,0.7155178361370312,0.6719620783257146
SVM,4,0.615070615658851,0.7302858843586932,0.6534320027368156
ET,5,0.5761990950226245,0.5736912708503618,0.5558581370782328
LR,5,0.6314630467571644,0.7692700817700818,0.6549697048848152
MLP,5,0.5382544906074318,0.6155848768713409,0.5544575305929923
MNB,5,0.5609173179761414,0.6432101766326365,0.576274687878966
PA,5,0.5809872480460716,0.6957234504870305,0.5968693234869705
SGD,5,0.6062882215823392,0.7247755387496451,0.6306220679785077
SVM,5,0.6117194570135747,0.7267435116717412,0.6395688362102492
ET,6,0.6077978883861237,0.5852620472526429,0.5824563174987624
LR,6,0.567737556561086,0.5613040368722186,0.5588274701704828
MLP,6,0.5688605512134924,0.6594497607655504,0.588438646095847
MNB,6,0.5973220896750309,0.6162229583282215,0.5923725413030225
PA,6,0.5784327437268614,0.5788014554748835,0.5679251032192209
SGD,6,0.660750034279446,0.6544119357516487,0.6469379105742742
SVM,6,0.5889496777732073,0.6257607829223819,0.5935784444409594
