Algoritmo,Precision,Recall,F1
ET,0.6533836098541981,0.6455963184676633,0.6262551124466671
LR,0.6170935600347365,0.6672483950517746,0.6275041716225913
MLP,0.6013332419214773,0.6730126073074704,0.6076106332680334
MNB,0.5646782302664655,0.6082698286543612,0.5689357345199745
PA,0.5985744321038439,0.6264402000679824,0.5976814596267127
SGD,0.5975462772521596,0.62559652891349,0.5937286627436452
SVM,0.5776258055669821,0.6676297923630728,0.5968253596741827
