Algoritmo,Precision,Recall,F1
ET,0.6806501668266374,0.6620257795898584,0.6444689196646908
LR,0.6175046848576259,0.6628218563450199,0.6236511275041022
MLP,0.5933171077288725,0.6606067430579773,0.6005949242144943
MNB,0.5666906622788975,0.5933223941727072,0.5631874148047511
PA,0.5980275606746195,0.6420187085112267,0.6015376402989698
SGD,0.613403720462544,0.6558615481764835,0.6160137701026286
SVM,0.5672247360482655,0.6434830254631002,0.5835034183625671
