classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,24,100,100,103,100
FT,4,14,12,100,100,100,100
L,3,12,12,100,100,104,100
LF,10,39,32,100,100,106,100
MN,5,19,12,100,100,94,100
O,15,62,49,100,100,109,99
PE,13,54,47,100,100,95,99
PO,3,9,9,100,100,100,100
SC,4,18,14,100,100,102,99
SE,25,100,92,100,100,100,97
US,17,68,57,100,100,105,98
total,105,420,360,1100,1100,1118,1092
