classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,21,100,100,100,100
FT,4,14,11,100,100,104,100
L,3,12,11,100,100,98,100
LF,10,39,31,100,100,105,100
MN,5,19,13,100,100,101,100
O,15,62,50,100,100,111,100
PE,13,54,45,100,100,99,100
PO,3,9,9,100,100,102,100
SC,4,18,16,100,100,103,100
SE,25,100,90,100,100,100,100
US,17,68,56,100,100,103,100
total,105,420,353,1100,1100,1126,1100
