classes,test,origin,tomek,smote,bdsmote,adasyn,smotetomek
A,6,25,23,100,100,104,100
FT,4,14,13,100,100,100,100
L,3,12,11,100,100,103,100
LF,10,39,33,100,100,109,100
MN,5,19,11,100,100,94,100
O,15,62,50,100,100,108,100
PE,13,54,49,100,100,98,98
PO,3,9,9,100,100,100,100
SC,4,18,15,100,100,98,100
SE,25,100,92,100,100,100,99
US,17,68,57,100,100,101,99
total,105,420,363,1100,1100,1115,1096
