Algoritmo,Precision,Recall,F1
ET,0.6244481009186892,0.6581576282946604,0.6111525166917345
LR,0.5964285387814799,0.6583580852688365,0.608119786012877
MLP,0.6108960647195941,0.6806703647531878,0.623251436623797
MNB,0.558630421865716,0.5986649786645096,0.5594340127705263
PA,0.6037983911513324,0.6773479375193986,0.6143805542377815
SGD,0.5647956945015769,0.6496301031438119,0.5765955590080287
SVM,0.5148270030622971,0.611263533590016,0.5314911548607626
