Algoritmo,Precision,Recall,F1
ET,0.6507589469354175,0.6726339867336549,0.6311243926971281
LR,0.6059017779606014,0.6733219689375121,0.6156054946218033
MLP,0.5666792357968828,0.6343312859683615,0.5734392387526738
MNB,0.5703592485945427,0.6051723853557984,0.5695795505205739
PA,0.6088301567713331,0.6878430842445994,0.6219117075577854
SGD,0.5947047397047397,0.6411879565110402,0.5972502957428522
SVM,0.49750468485762595,0.6129239933031304,0.5171665116051285
