Algoritmo,interaction,Precision,Recall,F1
ET,1,0.3904415192650487,0.3749655986498092,0.37651099690947887
LR,1,0.587737556561086,0.6226293314528609,0.5788292683560569
MLP,1,0.573774852598382,0.6882872029930853,0.581352573343928
MNB,1,0.532432469491293,0.5625376572744993,0.5256727111272567
PA,1,0.5451830522418758,0.6688567799115467,0.5664550069813227
SGD,1,0.5455930344165638,0.6259414382409034,0.5559690962120428
SVM,1,0.5677142465377759,0.6290689046388457,0.5715176979882862
ET,2,0.5271918277800631,0.6316727647996998,0.5459522844950653
LR,2,0.560726724256136,0.5951255640910813,0.5566315227053941
MLP,2,0.5313931166872343,0.5738791859481515,0.5285405893061395
MNB,2,0.5759851912793089,0.5643722943722943,0.5549958175795496
PA,2,0.5481900452488687,0.6311257429439248,0.5615067337645652
SGD,2,0.6028246263540381,0.6457300275482094,0.6015977650375149
SVM,2,0.5992952145893322,0.6652958152958153,0.6038753430825912
ET,3,0.5212436583024819,0.6303827751196173,0.5410579824216187
LR,3,0.6128657616892912,0.6503541912632822,0.6221946740128559
MLP,3,0.5538818044700398,0.5516437773456491,0.5366743278055213
MNB,3,0.6116769505004799,0.7043632043632043,0.6188198680867303
PA,3,0.6267215137803374,0.6398191232415831,0.6095539384639417
SGD,3,0.6327821198409433,0.692378328741965,0.6183475528303114
SVM,3,0.5479103249691485,0.6214146815751094,0.5697960231858538
ET,4,0.4990991361579597,0.6460929507369136,0.5193855341873245
LR,4,0.5305018510900864,0.5659098774072037,0.5286559821056183
MLP,4,0.5533593857123269,0.5706528320164684,0.5469175093681024
MNB,4,0.6144645550527904,0.6821289821289821,0.6163165337078381
PA,4,0.5687302893185247,0.6192000216064387,0.5761722705309976
SGD,4,0.5549636637871932,0.6393939393939394,0.566966588009807
SVM,4,0.5490100095982449,0.6127937125263329,0.5631165710016114
ET,5,0.5824187577128753,0.7303030303030303,0.6138588376265863
LR,5,0.5869409022350198,0.6443241943241943,0.602379434775079
MLP,5,0.5271918277800631,0.6424466338259441,0.5573130254469969
MNB,5,0.5604826546003017,0.5728937728937729,0.5474087706708027
PA,5,0.5844042232277528,0.615395547213729,0.5890364995628155
SGD,5,0.5449444672974084,0.6593285799168151,0.5656699100272768
SVM,5,0.5514863567804743,0.7496310507674143,0.5899594350703551
ET,6,0.5184025778143424,0.5964035964035964,0.5171848184031287
LR,6,0.5301851090086385,0.5488554738979188,0.5340048308947831
MLP,6,0.513358014534485,0.47627875392581276,0.47791511518784247
MNB,6,0.5080405868641162,0.49627457182316115,0.49512670565302136
PA,6,0.5010887152063622,0.5125529773257046,0.5009113693324219
SGD,6,0.549971205265323,0.5705025668368777,0.5530225135488294
SVM,6,0.5229727135609489,0.568560606060606,0.5366537350747876
